State;Period;Month;Weekday;Hour;Sights
VT;2;9;2;H12-17;1
VT;2;9;2;H00-05;1
VT;2;9;4;H00-05;1
VT;2;9;4;H18-23;1
VT;2;9;6;H18-23;3
VT;2;10;2;H00-05;1
VT;2;10;4;H18-23;1
VT;2;10;5;H12-17;1
VT;2;10;5;H18-23;1
VT;2;11;2;H18-23;1
VT;2;11;4;H12-17;1
VT;2;11;5;H18-23;2
VT;2;12;1;H18-23;1
VT;2;12;4;H18-23;1
VT;2;12;7;H12-17;1
VT;3;1;1;H00-05;1
VT;3;1;2;H00-05;1
VT;3;1;2;H06-11;1
VT;3;1;3;H12-17;1
VT;3;1;4;H18-23;1
VT;3;1;6;H18-23;3
VT;3;1;7;H00-05;1
VT;3;2;1;H00-05;1
VT;3;2;1;H18-23;1
VT;3;2;2;H18-23;1
VT;3;2;3;H12-17;1
VT;3;2;3;H06-11;1
VT;3;2;4;H18-23;1
VT;3;2;5;H12-17;1
VT;3;2;6;H00-05;1
VT;3;2;6;H18-23;3
VT;3;2;7;H18-23;1
VT;3;3;1;H18-23;1
VT;3;3;2;H06-11;2
VT;3;3;3;H18-23;1
VT;3;3;7;H00-05;1
VT;3;3;7;H18-23;2
VT;3;4;2;H18-23;3
VT;3;4;3;H00-05;1
VT;3;4;3;H18-23;2
VT;3;4;4;H18-23;1
VT;3;4;6;H18-23;2
VT;3;5;1;H18-23;2
VT;3;5;3;H00-05;1
VT;3;5;4;H00-05;1
VT;3;5;4;H18-23;3
VT;3;5;5;H06-11;1
VT;3;5;5;H18-23;1
VT;3;5;6;H06-11;1
VT;3;6;2;H18-23;1
VT;3;6;3;H18-23;2
VT;3;6;5;H18-23;4
VT;3;6;6;H18-23;1
VT;3;6;7;H12-17;2
VT;3;6;7;H18-23;4
VT;3;7;2;H06-11;1
VT;3;7;2;H18-23;1
VT;3;7;4;H00-05;1
VT;3;7;4;H18-23;1
VT;3;7;5;H18-23;2
VT;3;7;6;H12-17;1
VT;3;7;6;H18-23;2
VT;3;7;7;H18-23;1
VT;3;8;2;H18-23;1
VT;3;8;3;H18-23;1
VT;3;8;4;H18-23;2
VT;3;8;5;H12-17;1
VT;3;8;5;H06-11;1
VT;3;8;5;H18-23;1
VT;3;8;6;H00-05;2
VT;3;8;6;H18-23;2
VT;3;8;7;H18-23;2
VT;3;9;2;H18-23;1
VT;3;9;3;H12-17;1
VT;3;9;4;H18-23;1
VT;3;9;5;H00-05;1
VT;3;9;5;H18-23;1
VT;3;9;7;H18-23;4
VT;3;10;1;H12-17;1
VT;3;10;2;H18-23;3
VT;3;10;4;H18-23;3
VT;3;10;5;H12-17;1
VT;3;10;5;H18-23;2
VT;3;11;2;H12-17;1
VT;3;11;2;H18-23;2
VT;3;11;3;H12-17;9
VT;3;11;3;H18-23;2
VT;3;11;4;H00-05;1
VT;3;11;4;H18-23;4
VT;3;11;5;H18-23;2
VT;3;11;7;H18-23;3
VT;3;12;1;H18-23;3
VT;3;12;2;H12-17;1
VT;3;12;2;H00-05;1
VT;3;12;2;H18-23;3
VT;3;12;3;H12-17;1
VT;3;12;3;H06-11;1
VT;3;12;3;H18-23;1
VT;3;12;4;H00-05;1
VT;3;12;4;H18-23;1
VT;3;12;5;H12-17;1
VT;3;12;5;H18-23;1
VT;3;12;6;H18-23;3
VT;3;12;7;H00-05;1
VT;3;12;7;H06-11;1
VT;3;12;7;H18-23;1
WA;1;1;1;H00-05;2
WA;1;1;1;H06-11;2
WA;1;1;1;H18-23;6
WA;1;1;2;H12-17;1
WA;1;1;2;H00-05;5
WA;1;1;2;H06-11;1
WA;1;1;2;H18-23;6
WA;1;1;3;H00-05;1
WA;1;1;3;H18-23;10
WA;1;1;4;H12-17;2
WA;1;1;4;H00-05;14
WA;1;1;4;H18-23;10
WA;1;1;5;H12-17;1
WA;1;1;5;H00-05;3
WA;1;1;5;H06-11;1
WA;1;1;5;H18-23;7
WA;1;1;6;H00-05;2
WA;1;1;6;H06-11;2
WA;1;1;6;H18-23;2
WA;1;1;7;H12-17;1
WA;1;1;7;H00-05;1
WA;1;1;7;H18-23;6
WA;1;2;1;H00-05;4
WA;1;2;1;H18-23;5
WA;1;2;2;H12-17;2
WA;1;2;2;H00-05;2
WA;1;2;2;H18-23;5
WA;1;2;3;H12-17;1
WA;1;2;3;H00-05;2
WA;1;2;3;H06-11;1
WA;1;2;3;H18-23;10
WA;1;2;4;H00-05;1
WA;1;2;4;H18-23;1
WA;1;2;5;H12-17;2
WA;1;2;5;H00-05;1
WA;1;2;5;H06-11;1
WA;1;2;5;H18-23;3
WA;1;2;6;H12-17;1
WA;1;2;6;H00-05;1
WA;1;2;6;H18-23;13
WA;1;2;7;H00-05;1
WA;1;2;7;H06-11;1
WA;1;2;7;H18-23;10
WA;1;3;1;H06-11;2
WA;1;3;1;H18-23;4
WA;1;3;2;H12-17;1
WA;1;3;2;H00-05;1
WA;1;3;2;H18-23;11
WA;1;3;3;H12-17;1
WA;1;3;3;H00-05;1
WA;1;3;3;H06-11;4
WA;1;3;3;H18-23;4
WA;1;3;4;H12-17;3
WA;1;3;4;H00-05;1
WA;1;3;4;H06-11;1
WA;1;3;4;H18-23;6
WA;1;3;5;H12-17;1
WA;1;3;5;H00-05;2
WA;1;3;5;H18-23;1
WA;1;3;6;H00-05;8
WA;1;3;6;H18-23;7
WA;1;3;7;H12-17;1
WA;1;3;7;H00-05;4
WA;1;3;7;H18-23;12
WA;1;4;1;H12-17;1
WA;1;4;1;H00-05;1
WA;1;4;1;H18-23;12
WA;1;4;2;H06-11;1
WA;1;4;2;H18-23;8
WA;1;4;3;H12-17;2
WA;1;4;3;H00-05;2
WA;1;4;3;H06-11;1
WA;1;4;3;H18-23;4
WA;1;4;4;H12-17;1
WA;1;4;4;H18-23;4
WA;1;4;5;H12-17;4
WA;1;4;5;H00-05;1
WA;1;4;5;H18-23;22
WA;1;4;6;H12-17;2
WA;1;4;6;H00-05;2
WA;1;4;6;H06-11;1
WA;1;4;6;H18-23;3
WA;1;4;7;H00-05;1
WA;1;4;7;H06-11;1
WA;1;4;7;H18-23;7
WA;1;5;1;H00-05;1
WA;1;5;1;H06-11;1
WA;1;5;1;H18-23;5
WA;1;5;2;H12-17;3
WA;1;5;2;H00-05;1
WA;1;5;2;H18-23;3
WA;1;5;3;H12-17;2
WA;1;5;3;H00-05;1
WA;1;5;3;H18-23;3
WA;1;5;4;H00-05;3
WA;1;5;4;H06-11;4
WA;1;5;4;H18-23;3
WA;1;5;5;H12-17;1
WA;1;5;5;H06-11;1
WA;1;5;5;H18-23;2
WA;1;5;6;H12-17;1
WA;1;5;6;H00-05;1
WA;1;5;6;H18-23;8
WA;1;5;7;H12-17;2
WA;1;5;7;H00-05;3
WA;1;5;7;H18-23;3
WA;1;6;1;H12-17;1
WA;1;6;1;H00-05;2
WA;1;6;1;H18-23;2
WA;1;6;2;H00-05;4
WA;1;6;2;H18-23;7
WA;1;6;3;H12-17;3
WA;1;6;3;H00-05;2
WA;1;6;3;H18-23;7
WA;1;6;4;H00-05;1
WA;1;6;4;H06-11;1
WA;1;6;4;H18-23;7
WA;1;6;5;H12-17;3
WA;1;6;5;H00-05;4
WA;1;6;5;H06-11;1
WA;1;6;5;H18-23;8
WA;1;6;6;H12-17;2
WA;1;6;6;H00-05;1
WA;1;6;6;H06-11;1
WA;1;6;6;H18-23;3
WA;1;6;7;H12-17;2
WA;1;6;7;H06-11;1
WA;1;6;7;H18-23;10
WA;1;7;1;H12-17;3
WA;1;7;1;H00-05;5
WA;1;7;1;H06-11;2
WA;1;7;1;H18-23;16
WA;1;7;2;H00-05;7
WA;1;7;2;H18-23;10
WA;1;7;3;H00-05;2
WA;1;7;3;H18-23;7
WA;1;7;4;H00-05;3
WA;1;7;4;H18-23;5
WA;1;7;5;H12-17;3
WA;1;7;5;H00-05;5
WA;1;7;5;H06-11;1
WA;1;7;5;H18-23;9
WA;1;7;6;H12-17;1
WA;1;7;6;H00-05;3
WA;1;7;6;H06-11;1
WA;1;7;6;H18-23;3
WA;1;7;7;H12-17;3
WA;1;7;7;H06-11;2
WA;1;7;7;H18-23;7
WA;1;8;1;H12-17;1
WA;1;8;1;H00-05;5
WA;1;8;1;H18-23;11
WA;1;8;2;H12-17;1
WA;1;8;2;H00-05;5
WA;1;8;2;H18-23;7
WA;1;8;3;H12-17;3
WA;1;8;3;H00-05;6
WA;1;8;3;H18-23;14
WA;1;8;4;H12-17;6
WA;1;8;4;H00-05;2
WA;1;8;4;H06-11;2
WA;1;8;4;H18-23;4
WA;1;8;5;H12-17;3
WA;1;8;5;H00-05;5
WA;1;8;5;H06-11;2
WA;1;8;5;H18-23;12
WA;1;8;6;H12-17;2
WA;1;8;6;H00-05;3
WA;1;8;6;H06-11;1
WA;1;8;6;H18-23;11
WA;1;8;7;H12-17;4
WA;1;8;7;H00-05;4
WA;1;8;7;H06-11;2
WA;1;8;7;H18-23;4
WA;1;9;1;H12-17;1
WA;1;9;1;H00-05;2
WA;1;9;1;H18-23;4
WA;1;9;2;H12-17;1
WA;1;9;2;H00-05;1
WA;1;9;2;H18-23;6
WA;1;9;3;H12-17;3
WA;1;9;3;H06-11;1
WA;1;9;3;H18-23;4
WA;1;9;4;H12-17;1
WA;1;9;4;H00-05;1
WA;1;9;4;H06-11;3
WA;1;9;4;H18-23;8
WA;1;9;5;H12-17;5
WA;1;9;5;H00-05;4
WA;1;9;5;H06-11;1
WA;1;9;5;H18-23;11
WA;1;9;6;H12-17;6
WA;1;9;6;H00-05;4
WA;1;9;6;H06-11;1
WA;1;9;6;H18-23;14
WA;1;9;7;H12-17;5
WA;1;9;7;H00-05;3
WA;1;9;7;H18-23;9
WA;1;10;1;H12-17;1
WA;1;10;1;H00-05;1
WA;1;10;1;H06-11;1
WA;1;10;1;H18-23;17
WA;1;10;2;H12-17;1
WA;1;10;2;H00-05;3
WA;1;10;2;H06-11;3
WA;1;10;2;H18-23;7
WA;1;10;3;H12-17;1
WA;1;10;3;H06-11;1
WA;1;10;3;H18-23;8
WA;1;10;4;H00-05;2
WA;1;10;4;H06-11;3
WA;1;10;4;H18-23;11
WA;1;10;5;H00-05;2
WA;1;10;5;H06-11;2
WA;1;10;5;H18-23;3
WA;1;10;6;H12-17;1
WA;1;10;6;H00-05;2
WA;1;10;6;H06-11;1
WA;1;10;6;H18-23;2
WA;1;10;7;H12-17;4
WA;1;10;7;H00-05;1
WA;1;10;7;H06-11;1
WA;1;10;7;H18-23;9
WA;1;11;1;H12-17;2
WA;1;11;1;H18-23;3
WA;1;11;2;H18-23;6
WA;1;11;3;H12-17;1
WA;1;11;3;H00-05;3
WA;1;11;3;H06-11;1
WA;1;11;4;H12-17;1
WA;1;11;4;H00-05;3
WA;1;11;4;H06-11;6
WA;1;11;4;H18-23;9
WA;1;11;5;H12-17;2
WA;1;11;5;H06-11;2
WA;1;11;5;H18-23;6
WA;1;11;6;H12-17;2
WA;1;11;6;H00-05;1
WA;1;11;6;H18-23;3
WA;1;11;7;H00-05;7
WA;1;11;7;H18-23;1
WA;1;12;1;H12-17;1
WA;1;12;1;H06-11;1
WA;1;12;1;H18-23;9
WA;1;12;2;H00-05;1
WA;1;12;2;H18-23;8
WA;1;12;3;H12-17;1
WA;1;12;3;H06-11;1
WA;1;12;3;H18-23;3
WA;1;12;4;H12-17;2
WA;1;12;4;H00-05;1
WA;1;12;4;H06-11;2
WA;1;12;4;H18-23;6
WA;1;12;5;H00-05;6
WA;1;12;5;H18-23;3
WA;1;12;6;H12-17;3
WA;1;12;6;H00-05;2
WA;1;12;6;H06-11;1
WA;1;12;6;H18-23;3
WA;1;12;7;H12-17;1
WA;1;12;7;H00-05;5
WA;1;12;7;H06-11;2
WA;1;12;7;H18-23;8
WA;2;1;1;H00-05;4
WA;2;1;1;H18-23;10
WA;2;1;2;H12-17;4
WA;2;1;2;H00-05;2
WA;2;1;2;H06-11;2
WA;2;1;2;H18-23;7
WA;2;1;3;H12-17;4
WA;2;1;3;H00-05;1
WA;2;1;3;H06-11;2
WA;2;1;3;H18-23;3
WA;2;1;4;H12-17;1
WA;2;1;4;H00-05;2
WA;2;1;4;H06-11;1
WA;2;1;4;H18-23;7
WA;2;1;5;H12-17;2
WA;2;1;5;H18-23;5
WA;2;1;6;H12-17;2
WA;2;1;6;H00-05;3
WA;2;1;6;H18-23;5
WA;2;1;7;H12-17;1
WA;2;1;7;H00-05;2
WA;2;1;7;H06-11;1
WA;2;1;7;H18-23;9
WA;2;2;1;H00-05;2
WA;2;2;1;H06-11;1
WA;2;2;1;H18-23;4
WA;2;2;2;H12-17;3
WA;2;2;2;H00-05;5
WA;2;2;2;H18-23;5
WA;2;2;3;H12-17;1
WA;2;2;3;H00-05;2
WA;2;2;3;H06-11;2
WA;2;2;3;H18-23;9
WA;2;2;4;H12-17;2
WA;2;2;4;H00-05;3
WA;2;2;4;H18-23;8
WA;2;2;5;H06-11;1
WA;2;2;5;H18-23;4
WA;2;2;6;H12-17;4
WA;2;2;6;H00-05;2
WA;2;2;6;H18-23;2
WA;2;2;7;H00-05;2
WA;2;2;7;H18-23;7
WA;2;3;1;H12-17;1
WA;2;3;1;H00-05;1
WA;2;3;1;H18-23;9
WA;2;3;2;H12-17;1
WA;2;3;2;H18-23;3
WA;2;3;3;H12-17;2
WA;2;3;3;H00-05;2
WA;2;3;3;H06-11;1
WA;2;3;3;H18-23;7
WA;2;3;4;H12-17;1
WA;2;3;4;H00-05;1
WA;2;3;4;H18-23;3
WA;2;3;5;H00-05;3
WA;2;3;5;H06-11;1
WA;2;3;5;H18-23;5
WA;2;3;6;H12-17;2
WA;2;3;6;H00-05;3
WA;2;3;6;H18-23;4
WA;2;3;7;H12-17;1
WA;2;3;7;H00-05;3
WA;2;3;7;H18-23;8
WA;2;4;1;H00-05;1
WA;2;4;1;H18-23;9
WA;2;4;2;H00-05;4
WA;2;4;2;H06-11;1
WA;2;4;2;H18-23;21
WA;2;4;3;H12-17;2
WA;2;4;3;H00-05;2
WA;2;4;3;H06-11;1
WA;2;4;3;H18-23;5
WA;2;4;4;H12-17;1
WA;2;4;4;H00-05;1
WA;2;4;4;H18-23;6
WA;2;4;5;H00-05;3
WA;2;4;5;H06-11;1
WA;2;4;5;H18-23;11
WA;2;4;6;H12-17;2
WA;2;4;6;H00-05;1
WA;2;4;6;H06-11;1
WA;2;4;6;H18-23;11
WA;2;4;7;H12-17;1
WA;2;4;7;H00-05;4
WA;2;4;7;H18-23;10
WA;2;5;1;H00-05;1
WA;2;5;1;H06-11;1
WA;2;5;1;H18-23;5
WA;2;5;2;H12-17;1
WA;2;5;2;H00-05;2
WA;2;5;2;H18-23;3
WA;2;5;3;H06-11;1
WA;2;5;3;H18-23;3
WA;2;5;4;H12-17;6
WA;2;5;4;H00-05;1
WA;2;5;4;H06-11;1
WA;2;5;4;H18-23;13
WA;2;5;5;H12-17;2
WA;2;5;5;H00-05;3
WA;2;5;5;H06-11;1
WA;2;5;5;H18-23;9
WA;2;5;6;H12-17;1
WA;2;5;6;H00-05;2
WA;2;5;6;H06-11;2
WA;2;5;6;H18-23;5
WA;2;5;7;H12-17;2
WA;2;5;7;H00-05;2
WA;2;5;7;H06-11;1
WA;2;5;7;H18-23;4
WA;2;6;1;H06-11;1
WA;2;6;1;H18-23;8
WA;2;6;2;H00-05;4
WA;2;6;2;H18-23;5
WA;2;6;3;H06-11;1
WA;2;6;3;H18-23;3
WA;2;6;4;H00-05;3
WA;2;6;4;H06-11;1
WA;2;6;4;H18-23;8
WA;2;6;5;H12-17;1
WA;2;6;5;H00-05;4
WA;2;6;5;H06-11;2
WA;2;6;5;H18-23;4
WA;2;6;6;H12-17;3
WA;2;6;6;H00-05;2
WA;2;6;6;H06-11;1
WA;2;6;6;H18-23;7
WA;2;6;7;H12-17;2
WA;2;6;7;H00-05;2
WA;2;6;7;H06-11;2
WA;2;6;7;H18-23;3
WA;2;7;1;H12-17;1
WA;2;7;1;H00-05;3
WA;2;7;1;H06-11;1
WA;2;7;1;H18-23;11
WA;2;7;2;H00-05;2
WA;2;7;2;H06-11;1
WA;2;7;2;H18-23;4
WA;2;7;3;H12-17;4
WA;2;7;3;H00-05;1
WA;2;7;3;H06-11;2
WA;2;7;3;H18-23;9
WA;2;7;4;H00-05;3
WA;2;7;4;H06-11;4
WA;2;7;4;H18-23;7
WA;2;7;5;H12-17;2
WA;2;7;5;H00-05;2
WA;2;7;5;H06-11;1
WA;2;7;5;H18-23;5
WA;2;7;6;H12-17;5
WA;2;7;6;H00-05;3
WA;2;7;6;H06-11;3
WA;2;7;6;H18-23;7
WA;2;7;7;H12-17;3
WA;2;7;7;H00-05;2
WA;2;7;7;H06-11;3
WA;2;7;7;H18-23;11
WA;2;8;1;H12-17;2
WA;2;8;1;H00-05;6
WA;2;8;1;H06-11;1
WA;2;8;1;H18-23;8
WA;2;8;2;H12-17;4
WA;2;8;2;H00-05;3
WA;2;8;2;H18-23;9
WA;2;8;3;H00-05;1
WA;2;8;3;H06-11;1
WA;2;8;3;H18-23;5
WA;2;8;4;H12-17;1
WA;2;8;4;H00-05;4
WA;2;8;4;H18-23;10
WA;2;8;5;H12-17;4
WA;2;8;5;H00-05;4
WA;2;8;5;H18-23;5
WA;2;8;6;H12-17;4
WA;2;8;6;H06-11;1
WA;2;8;6;H18-23;12
WA;2;8;7;H00-05;3
WA;2;8;7;H18-23;8
WA;2;9;1;H00-05;3
WA;2;9;1;H18-23;5
WA;2;9;2;H00-05;2
WA;2;9;2;H18-23;1
WA;2;9;3;H12-17;3
WA;2;9;3;H18-23;5
WA;2;9;4;H00-05;4
WA;2;9;4;H06-11;2
WA;2;9;4;H18-23;3
WA;2;9;5;H12-17;2
WA;2;9;5;H00-05;1
WA;2;9;5;H06-11;1
WA;2;9;5;H18-23;6
WA;2;9;6;H12-17;1
WA;2;9;6;H00-05;2
WA;2;9;6;H06-11;2
WA;2;9;6;H18-23;6
WA;2;9;7;H12-17;2
WA;2;9;7;H00-05;6
WA;2;9;7;H06-11;1
WA;2;9;7;H18-23;10
WA;2;10;1;H12-17;5
WA;2;10;1;H00-05;5
WA;2;10;1;H06-11;1
WA;2;10;1;H18-23;4
WA;2;10;2;H12-17;3
WA;2;10;2;H00-05;1
WA;2;10;2;H06-11;2
WA;2;10;2;H18-23;3
WA;2;10;3;H00-05;3
WA;2;10;3;H18-23;2
WA;2;10;4;H00-05;1
WA;2;10;4;H18-23;4
WA;2;10;5;H12-17;1
WA;2;10;5;H00-05;1
WA;2;10;5;H18-23;8
WA;2;10;6;H06-11;2
WA;2;10;6;H18-23;11
WA;2;10;7;H00-05;2
WA;2;10;7;H06-11;1
WA;2;10;7;H18-23;8
WA;2;11;1;H12-17;2
WA;2;11;1;H00-05;4
WA;2;11;1;H06-11;2
WA;2;11;1;H18-23;6
WA;2;11;2;H12-17;2
WA;2;11;2;H00-05;4
WA;2;11;2;H06-11;1
WA;2;11;2;H18-23;3
WA;2;11;3;H00-05;2
WA;2;11;3;H18-23;4
WA;2;11;4;H12-17;1
WA;2;11;4;H00-05;1
WA;2;11;4;H06-11;1
WA;2;11;4;H18-23;2
WA;2;11;5;H12-17;2
WA;2;11;5;H00-05;2
WA;2;11;5;H06-11;1
WA;2;11;5;H18-23;5
WA;2;11;6;H12-17;1
WA;2;11;6;H00-05;2
WA;2;11;6;H18-23;4
WA;2;11;7;H12-17;2
WA;2;11;7;H06-11;1
WA;2;11;7;H18-23;7
WA;2;12;1;H12-17;2
WA;2;12;1;H18-23;4
WA;2;12;2;H18-23;4
WA;2;12;3;H12-17;3
WA;2;12;3;H00-05;2
WA;2;12;3;H18-23;5
WA;2;12;4;H12-17;1
WA;2;12;4;H00-05;2
WA;2;12;4;H06-11;1
WA;2;12;4;H18-23;4
WA;2;12;5;H12-17;1
WA;2;12;5;H00-05;1
WA;2;12;5;H18-23;2
WA;2;12;6;H12-17;3
WA;2;12;6;H18-23;6
WA;2;12;7;H12-17;1
WA;2;12;7;H00-05;1
WA;2;12;7;H06-11;1
WA;3;1;1;H12-17;1
WA;3;1;1;H00-05;5
WA;3;1;1;H06-11;2
WA;3;1;1;H18-23;6
WA;3;1;2;H00-05;6
WA;3;1;2;H18-23;8
WA;3;1;3;H12-17;1
WA;3;1;3;H00-05;5
WA;3;1;3;H06-11;2
WA;3;1;3;H18-23;7
WA;3;1;4;H12-17;1
WA;3;1;4;H00-05;1
WA;3;1;4;H06-11;1
WA;3;1;4;H18-23;3
WA;3;1;5;H12-17;2
WA;3;1;5;H18-23;13
WA;3;1;6;H00-05;3
WA;3;1;6;H18-23;7
WA;3;1;7;H12-17;2
WA;3;1;7;H00-05;9
WA;3;1;7;H18-23;6
WA;3;2;1;H12-17;1
WA;3;2;1;H00-05;2
WA;3;2;1;H06-11;2
WA;3;2;1;H18-23;3
WA;3;2;2;H00-05;1
WA;3;2;2;H18-23;4
WA;3;2;3;H12-17;2
WA;3;2;3;H00-05;1
WA;3;2;3;H18-23;6
WA;3;2;4;H12-17;3
WA;3;2;4;H00-05;1
WA;3;2;4;H06-11;1
WA;3;2;4;H18-23;6
WA;3;2;5;H00-05;3
WA;3;2;5;H06-11;2
WA;3;2;5;H18-23;10
WA;3;2;6;H12-17;2
WA;3;2;6;H00-05;1
WA;3;2;6;H06-11;2
WA;3;2;6;H18-23;5
WA;3;2;7;H18-23;10
WA;3;3;1;H12-17;1
WA;3;3;1;H00-05;1
WA;3;3;1;H06-11;1
WA;3;3;1;H18-23;7
WA;3;3;2;H12-17;1
WA;3;3;2;H00-05;2
WA;3;3;2;H18-23;5
WA;3;3;3;H12-17;1
WA;3;3;3;H18-23;10
WA;3;3;4;H00-05;4
WA;3;3;4;H06-11;3
WA;3;3;4;H18-23;8
WA;3;3;5;H00-05;2
WA;3;3;5;H06-11;1
WA;3;3;5;H18-23;6
WA;3;3;6;H12-17;3
WA;3;3;6;H00-05;1
WA;3;3;6;H06-11;2
WA;3;3;6;H18-23;11
WA;3;3;7;H00-05;4
WA;3;3;7;H06-11;2
WA;3;3;7;H18-23;17
WA;3;4;1;H00-05;3
WA;3;4;1;H18-23;11
WA;3;4;2;H00-05;2
WA;3;4;2;H06-11;1
WA;3;4;2;H18-23;7
WA;3;4;3;H12-17;1
WA;3;4;3;H00-05;7
WA;3;4;3;H18-23;29
WA;3;4;4;H00-05;2
WA;3;4;4;H18-23;16
WA;3;4;5;H00-05;1
WA;3;4;5;H06-11;2
WA;3;4;5;H18-23;8
WA;3;4;6;H12-17;1
WA;3;4;6;H00-05;4
WA;3;4;6;H06-11;2
WA;3;4;6;H18-23;49
WA;3;4;7;H12-17;2
WA;3;4;7;H00-05;2
WA;3;4;7;H06-11;1
WA;3;4;7;H18-23;32
WA;3;5;1;H00-05;3
WA;3;5;1;H06-11;1
WA;3;5;1;H18-23;9
WA;3;5;2;H00-05;3
WA;3;5;2;H18-23;4
WA;3;5;3;H00-05;2
WA;3;5;3;H06-11;1
WA;3;5;3;H18-23;4
WA;3;5;4;H12-17;2
WA;3;5;4;H00-05;3
WA;3;5;4;H06-11;1
WA;3;5;4;H18-23;5
WA;3;5;5;H12-17;4
WA;3;5;5;H00-05;2
WA;3;5;5;H18-23;5
WA;3;5;6;H12-17;1
WA;3;5;6;H00-05;1
WA;3;5;6;H06-11;2
WA;3;5;6;H18-23;6
WA;3;5;7;H12-17;1
WA;3;5;7;H00-05;1
WA;3;5;7;H18-23;11
WA;3;6;1;H12-17;3
WA;3;6;1;H18-23;9
WA;3;6;2;H00-05;4
WA;3;6;2;H06-11;1
WA;3;6;2;H18-23;6
WA;3;6;3;H12-17;2
WA;3;6;3;H00-05;2
WA;3;6;3;H18-23;5
WA;3;6;4;H12-17;3
WA;3;6;4;H00-05;2
WA;3;6;4;H06-11;1
WA;3;6;4;H18-23;10
WA;3;6;5;H12-17;3
WA;3;6;5;H00-05;2
WA;3;6;5;H18-23;16
WA;3;6;6;H12-17;4
WA;3;6;6;H00-05;1
WA;3;6;6;H18-23;17
WA;3;6;7;H00-05;1
WA;3;6;7;H06-11;2
WA;3;6;7;H18-23;3
WA;3;7;1;H00-05;3
WA;3;7;1;H06-11;1
WA;3;7;1;H18-23;10
WA;3;7;2;H00-05;2
WA;3;7;2;H18-23;14
WA;3;7;3;H12-17;1
WA;3;7;3;H06-11;3
WA;3;7;3;H18-23;14
WA;3;7;4;H00-05;5
WA;3;7;4;H18-23;8
WA;3;7;5;H12-17;5
WA;3;7;5;H18-23;9
WA;3;7;6;H12-17;4
WA;3;7;6;H00-05;6
WA;3;7;6;H06-11;1
WA;3;7;6;H18-23;20
WA;3;7;7;H00-05;2
WA;3;7;7;H06-11;1
WA;3;7;7;H18-23;13
WA;3;8;1;H06-11;1
WA;3;8;1;H18-23;6
WA;3;8;2;H00-05;2
WA;3;8;2;H06-11;1
WA;3;8;2;H18-23;22
WA;3;8;3;H12-17;1
WA;3;8;3;H00-05;3
WA;3;8;3;H18-23;14
WA;3;8;4;H12-17;2
WA;3;8;4;H00-05;3
WA;3;8;4;H18-23;21
WA;3;8;5;H12-17;1
WA;3;8;5;H00-05;7
WA;3;8;5;H06-11;2
WA;3;8;5;H18-23;14
WA;3;8;6;H12-17;3
WA;3;8;6;H00-05;3
WA;3;8;6;H06-11;1
WA;3;8;6;H18-23;25
WA;3;8;7;H12-17;1
WA;3;8;7;H00-05;3
WA;3;8;7;H18-23;23
WA;3;9;1;H00-05;1
WA;3;9;1;H06-11;1
WA;3;9;1;H18-23;4
WA;3;9;2;H12-17;2
WA;3;9;2;H00-05;3
WA;3;9;2;H18-23;8
WA;3;9;3;H12-17;2
WA;3;9;3;H00-05;1
WA;3;9;3;H18-23;13
WA;3;9;4;H00-05;5
WA;3;9;4;H06-11;1
WA;3;9;4;H18-23;5
WA;3;9;5;H00-05;4
WA;3;9;5;H18-23;6
WA;3;9;6;H00-05;1
WA;3;9;6;H06-11;1
WA;3;9;6;H18-23;6
WA;3;9;7;H00-05;4
WA;3;9;7;H06-11;1
WA;3;9;7;H18-23;7
WA;3;10;1;H12-17;1
WA;3;10;1;H00-05;3
WA;3;10;1;H18-23;11
WA;3;10;2;H12-17;2
WA;3;10;2;H00-05;4
WA;3;10;2;H06-11;3
WA;3;10;2;H18-23;11
WA;3;10;3;H12-17;1
WA;3;10;3;H00-05;2
WA;3;10;3;H06-11;1
WA;3;10;3;H18-23;8
WA;3;10;4;H12-17;1
WA;3;10;4;H00-05;2
WA;3;10;4;H06-11;1
WA;3;10;4;H18-23;9
WA;3;10;5;H12-17;1
WA;3;10;5;H00-05;1
WA;3;10;5;H06-11;2
WA;3;10;5;H18-23;7
WA;3;10;6;H12-17;2
WA;3;10;6;H00-05;2
WA;3;10;6;H18-23;6
WA;3;10;7;H12-17;1
WA;3;10;7;H00-05;2
WA;3;10;7;H18-23;9
WA;3;11;1;H12-17;2
WA;3;11;1;H00-05;2
WA;3;11;1;H18-23;2
WA;3;11;2;H12-17;1
WA;3;11;2;H00-05;1
WA;3;11;2;H06-11;2
WA;3;11;2;H18-23;7
WA;3;11;3;H12-17;3
WA;3;11;3;H00-05;2
WA;3;11;3;H18-23;7
WA;3;11;4;H12-17;2
WA;3;11;4;H06-11;1
WA;3;11;4;H18-23;17
WA;3;11;5;H12-17;1
WA;3;11;5;H00-05;2
WA;3;11;5;H06-11;3
WA;3;11;5;H18-23;6
WA;3;11;6;H12-17;1
WA;3;11;6;H00-05;2
WA;3;11;6;H06-11;1
WA;3;11;6;H18-23;4
WA;3;11;7;H12-17;1
WA;3;11;7;H00-05;4
WA;3;11;7;H18-23;7
WA;3;12;1;H12-17;2
WA;3;12;1;H00-05;5
WA;3;12;1;H18-23;12
WA;3;12;2;H12-17;2
WA;3;12;2;H00-05;1
